"ticker","sector","trailingPE","sharesPercentSharesOut","regularMarketVolume","averageVolume10days","enterpriseToEbitda","earningsQuarterlyGrowth","longBusinessSummary","logo_url","profitMargins","priceToSalesTrailing12Months","payoutRatio","country","industry","marketCap","bookValue","trailingEps","dividendRate","priceToBook","beta"
"FE","Utilities","25.821138","0.0221","7565521","6483737","16.237","-0.01","FirstEnergy Corp., through its subsidiaries, generates, transmits, and distributes electricity in the United States. The company operates through Regulated Distribution and Regulated Transmission segments. It owns and operates coal-fired, nuclear, hydroelectric, natural gas, wind, and solar power generating facilities. The company also provides energy-related products and services to retail and wholesale customers. It operates 24,486 circuit miles of overhead and underground transmission lines; and electric distribution systems, including 269,691 miles of overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits, as well as owns substations with a total installed transformer capacity of approximately 156,115,196 kilovolt-amperes. The company serves approximately six million customers in Ohio, Pennsylvania, West Virginia, Maryland, New Jersey, and New York. FirstEnergy Corp. was founded in 1996 and is headquartered in Akron, Ohio.","https://logo.clearbit.com/firstenergycorp.com","0.0621","1.6127216","1.5555999","United States","Utilities—Diversified","17217415168","13.176","1.23","1.56","2.4104433","0.260893"
"AKAM","Technology","28.554676","0.061300002","6219027","2241400","17.344","0.15","Akamai Technologies, Inc. provides cloud services for delivering, optimizing, and securing content and business applications over the Internet in the United States and internationally. It provides Web Application Protector to safeguard web assets from web application and distributed denial of service; Kona Site Defender, a cloud security solution; Bot Manager to identify bots and categorize bots based on business or IT impact; Edge DNS, which translates human-readable domain names into numerical IP addresses; Site Shield that prevents attacker from directly targeting the application origin and forces traffic to go through its network, where attack can be better detected and mitigated; identity Cloud, a customer identity access management solution; Prolexic Routed to protect web- and IP-based application; and Client Reputation that assigns risk scores to malicious IP address and enables customers to take action on individual clients. It also offers Enterprise Application Access that enables adaptive access to application; Enterprise Threat Protector to enable enterprise security teams to identify, block, and mitigate targeted attack; Ion, a suite of intelligent performance optimization tool and control; Dynamic Site Accelerator to accelerate and secure interactive website; Image Manager that automatically optimizes online images; CloudTest to conduct load testing and other analysis of website in a pre-production environment; and mPulse that provides real-time website performance data for customers to enhance their digital experiences. In addition, the company provides Aura Managed CDN, DNS Infrastructure, and security and personalization service; and adaptive delivery, download delivery, media service live, and media analytic solutions, as well as NetStorage, a cloud storage solution. It sells its solutions through direct sales and service organizations; and various channel partners. The company was founded in 1998 and is headquartered in Cambridge, Massachusetts.","https://logo.clearbit.com/akamai.com","0.18014999","5.072837","0","United States","Software—Infrastructure","15847465984","25.2","3.411","","3.8650794","0.314396"
"PEG","Utilities","17.157894","0.012999999","2466972","1902775","11.864","1.948","Public Service Enterprise Group Incorporated, through its subsidiaries, operates as an energy company primarily in the Northeastern and Mid-Atlantic United States. It operates through two segments, PSE&G and PSEG Power. The PSE&G segment transmits electricity; distributes electricity and gas to residential, commercial, and industrial customers, as well as invests in solar generation projects, and energy efficiency and related programs; and offers appliance services and repairs. As of December 31, 2019, it had electric transmission and distribution system of 25,000 circuit miles and 858,000 poles; and 18,000 miles of gas mains, 12 gas distribution headquarters, 2 sub-headquarters, and 1 meter shop. This segment also owns and operates 52 switching stations with an aggregate installed capacity of 37,353 megavolt-amperes (MVA), as well as 244 substations with an aggregate installed capacity of 8,428 MVA; and 4 electric distribution headquarters and 5 sub-headquarters, as well as 58 natural gas metering and regulating stations. The Power segment operates nuclear, coal, gas, oil-fired, solar, and renewable generation facilities. Public Service Enterprise Group Incorporated was incorporated in 1985 and is based in Newark, New Jersey.","https://logo.clearbit.com/pseg.com","0.18094","3.0878954","0.5614","United States","Utilities—Diversified","29677762560","30.736","3.42","1.96","1.9091619","0.546056"
"CRM","Technology","92.02238","0.0124","4289391","3795575","102.186","27.846","salesforce.com, inc. develops enterprise cloud computing solutions with a focus on customer relationship management worldwide. The company offers Sales Cloud to store data, monitor leads and progress, forecast opportunities, and gain insights through analytics and relationship intelligence, as well as deliver quotes, contracts, and invoices. It also provides Service Cloud, which enables companies to deliver personalized customer service and support, as well as a field service solution that enables companies to connect agents, dispatchers, and mobile employees through a centralized platform, which helps to schedule and dispatch work, and track and manage jobs in real-time. In addition, the company offers Marketing Cloud to plan, personalize, and optimize one-to-one customer marketing interactions; and Commerce Cloud, which enables companies to enhance engagement, conversion, revenue, and loyalty from their customers. Further, it provides Customer 360 Platform that offers no-code to pro-code Platform-as-a-Service tools for building, securing, integrating, and managing the business apps; MuleSoft Anypoint Platform enables customers to connect any system, application, data, or device; Quip collaboration platform, which combines documents, spreadsheets, apps, and chat with live CRM data; and Tableau and Einstein Analytics, provides analytical technology to customers. Additionally, the company offers various solutions for financial services, healthcare and life sciences, manufacturing, consumer goods, government, and philanthropy. The company also provides professional services and education services, including instructor-led and online courses; and support and adoption programs. It provides its services through direct sales; and consulting firms, systems integrators, and other partners. Salesforce and Siemens has a strategic partnership. The company was founded in 1999 and is headquartered in San Francisco, California.","https://logo.clearbit.com/salesforce.com","0.12214","11.195629","0","United States","Software—Application","216971296768","42.335","2.591","","5.631983","1.266409"
"DAL","Industrials","","0.0231","22531246","16716012","-781.275","","Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery. Its domestic network centered on core hubs in Atlanta, Minneapolis-St. Paul, Detroit, and Salt Lake City, as well as coastal hub positions in Boston, Los Angeles, New York-LaGuardia, New York-JFK, and Seattle; and international network centered on hubs and market presence in Amsterdam, London-Heathrow, Mexico City, Paris-Charles de Gaulle, and Seoul-Incheon. The company sells its tickets through various distribution channels, including delta.com and the Fly Delta app, telephone reservations, online travel agencies, traditional brick and mortar, and other agencies. It also provides aircraft maintenance, repair, and overhaul services; and vacation packages to third-party consumers, as well as aircraft charters, and management and programs. The company operates through a fleet of approximately 1,000 aircraft. Delta Air Lines, Inc. was founded in 1924 and is based in Atlanta, Georgia.","https://logo.clearbit.com/delta.com","-0.42881","0.7698715","","United States","Airlines","18908813312","5.285","-16.532","","5.6102176","1.318257"
"PRGO","Healthcare","24.303654","0.0252","793908","703787","9.653","5.733","Perrigo Company plc provides over-the-counter (OTC) health and wellness solutions that enhance individual well-being by empowering consumers to prevent or treat conditions that can be self-managed. The company operates through Consumer Self-Care Americas, Consumer Self-Care International, and Prescription Pharmaceuticals segments. The Consumer Self-Care Americas segment focuses primarily on the development, manufacture, and sale of store brand, self-care products in categories, including upper respiratory, pain and sleep-aids, digestive health, nutrition, vitamins, minerals and supplements, healthy lifestyle, skincare and personal hygiene, and oral self-care in the United States, Mexico, Canada, and South America. The segment offers its products under the brand names of Prevacid, 24HR, Good Sense, Zephrex D, ScarAway, Plackers, and Rembrandt. The Consumer Self-Care International segment develops, manufactures, markets, and distributes consumer self-care brands and consumer focused products through a network of pharmacies, wholesalers, drug and grocery store retailers, and para-pharmacies in approximately 30 countries, primarily in Europe. The Prescription Pharmaceuticals segment develops, manufactures, and markets a portfolio of generic prescription drugs, such as creams, ointments, lotions, gels, shampoos, foams, suppositories, sprays, liquids, suspensions, solutions, controlled substances, injectable, hormones, oral solid dosage forms, and oral liquid formulations. In addition, it offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.","https://logo.clearbit.com/perrigo.com","0.047340002","1.1453131","0.4971","Ireland","Drug Manufacturers—Specialty & Generic","5811318784","43.3","1.752","0.9","0.9833719","1.158301"
"AES","Utilities","68.626755","0.020399999","6373732","5241937","10.94","","The AES Corporation operates as a diversified power generation and utility company. It owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries. The company also owns and/or operates utilities to generate or purchase, distribute, transmit, and sell electricity to end-user customers in the residential, commercial, industrial, and governmental sectors; and generates and sells electricity on the wholesale market. It uses a range of fuels and technologies to generate electricity, including natural gas, coal, pet coke, diesel, and oil, as well as renewables, such as hydro, solar, wind, energy storage, biomass, and landfill gas. The company owns and/or operates a generation portfolio of approximately 30,471 megawatts. It has operations in the United States, Puerto Rico, El Salvador, Chile, Colombia, Argentina, Brazil, Mexico, Central America, the Caribbean, Europe, and Asia. The company was formerly known as Applied Energy Services, Inc. and changed its name to The AES Corporation in April 2000. The AES Corporation was founded in 1981 and is headquartered in Arlington, Virginia.","https://logo.clearbit.com/aes.com","0.020079998","1.348809","1.9986","United States","Utilities—Diversified","12963402752","3.703","0.284","0.57","5.2633","0.950358"
"M","Consumer Cyclical","","0.409","18538654","20947425","52.345","","Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile applications under the Macy's, Bloomingdale's, and bluemercury brands. It sells a range of merchandise, including apparel and accessories for men, women, and kids; cosmetics; home furnishings; and other consumer goods. As of February 1, 2020, the company operated 775 store locations in 43 states, the District of Columbia, Puerto Rico, and Guam. It also operates in Dubai, the United Arab Emirates and Al Zahra, Kuwait under the license agreements. The company was formerly known as Federated Department Stores, Inc. and changed its name to Macy's, Inc. in 2007. Macy's, Inc. was founded in 1830 and is based in New York, New York.","https://logo.clearbit.com/macysinc.com","-0.17642","0.09109973","","United States","Department Stores","1895603200","7.491","-11.827","","0.81564546","1.586872"
"PNR","Industrials","23.341267","0.0128999995","1098509","1191450","16.734","0.2","Pentair plc provides various smart water solutions worldwide. It operates through three segments: Aquatic Systems, Filtration Solutions, and Flow Technologies. The Aquatic Systems segment manufactures and sells residential and commercial pool equipment and accessories, including pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for residential and commercial pool maintenance, pool repair, renovation, service and construction, and aquaculture solution applications. This segment offers its products under the Kreepy Krauly, Pentair, and Sta-Rite brand names. The Filtration Solutions segment designs, manufactures, and markets components and systems, such as point-of-entry and point-of-use filtration, valves, and automated controls for residential and commercial applications, as well as advanced filtration, oil and gas separation, membrane technology, and energy recovery for food and beverage, and industrial applications. This segment offers its products under the Codeline, Everpure, Haffmans, Pelican, RainSoft, SÃ¼dmo, and X-Flow brand names. The Flow Technologies segment manufactures and sells light duty diaphragm pumps, high-flow turbine pumps, and solid handling pumps. Its pumps are used in residential and municipal wells, water treatment, wastewater solids handling, pressure boosting, fluid delivery, circulation and transfer, fire suppression, flood control, agricultural irrigation, and crop spray applications. This segment offers its products under the Aurora, Berkeley, Fairbanks-Nijhuis, Hydromatic, Hypro, Jung Pumpen, Pentair, Myers, Sta-Rite, and Shurflo brand names. It serves businesses engaged in wholesale and retail distribution in the residential and commercial, food and beverage, and industrial verticals, as well as end-users, consumers, and original equipment manufacturers. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom.","https://logo.clearbit.com/pentair.com","0.118710004","2.740211","0.3505","United Kingdom","Specialty Industrial Machinery","8157607936","12.322","2.101","0.76","3.9798737","1.300055"
"DUK","Utilities","32.516083","0.0505","3552259","3012637","12.404","","Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables. The Electric Utilities and Infrastructure segment generates, transmits, distributes, and sells electricity in the Carolinas, Florida, and the Midwest; and uses coal, hydroelectric, natural gas, oil, renewable sources, and nuclear fuel to generate electricity. It also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and load-serving entities. This segment serves approximately 7.8 million retail electric customers in 6 states in the Southeast and Midwest regions of the United States covering a service territory of approximately 91,000 square miles; and owns approximately 51,144 megawatts (MW) of generation capacity. The Gas Utilities and Infrastructure segment distributes natural gas to residential, commercial, industrial, and power generation natural gas customers; and owns, operates, and invests in pipeline transmission and natural gas storage facilities. It has approximately 1.6 million customers, including 1.1 million customers in North Carolina, South Carolina, and Tennessee, as well as 535,000 customers in southwestern Ohio and northern Kentucky. The Commercial Renewables segment acquires, owns, develops, builds, and operates wind and solar renewable generation projects, including nonregulated renewable energy and energy storage services to utilities, electric cooperatives, municipalities, and commercial and industrial customers. It has 22 wind, 126 solar, and 1 battery storage facilities, as well as 11 fuel cell locations with a capacity of 2,282 MW across 19 states. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2005. The company was incorporated in 2005 and is headquartered in Charlotte, North Carolina.","https://logo.clearbit.com/duke-energy.com","0.089700006","2.7888298","1.3404","United States","Utilities—Regulated Electric","66909605888","59.214","2.798","3.86","1.536461","0.233866"
"D","Utilities","141.48936","0.0222","3043980","3168887","12.514","","Dominion Energy, Inc. produces and transports energy. The company's Dominion Energy Virginia segment engages in the regulated electric generation, transmission, and distribution operations that serve residential, commercial, industrial, and governmental customers in Virginia and North Carolina. Its Gas Transmission & Storage segment operates interstate natural gas transmission pipelines and underground storage systems, as well as engages in nonregulated retail natural gas marketing, and development of renewable natural gas and LNG infrastructure. The company's Gas Distribution segment engages in the regulated natural gas gathering, transportation, distribution, and sales activities. This segment serves residential, commercial, and industrial customers. Its Dominion Energy South Carolina segment generates, transmits, and distributes electricity and natural gas to residential, commercial, and industrial customers in South Carolina. The company's Contracted Generation segment is involved in the energy marketing and price risk activities. As of December 31, 2019, the company's portfolio of assets included approximately 30,700 megawatts of electric generating capacity; 10,400 miles of electric transmission lines; 85,000 miles of electric distribution lines; 14,600 miles of natural gas transmission, gathering, and storage pipelines; and 103,400 miles of gas distribution pipelines. It serves approximately 7 million utility and retail energy customers; and operates underground natural gas storage systems with approximately 1 trillion cubic feet of storage capacity. The company sells electricity at wholesale prices to rural electric cooperatives and municipalities, as well as into wholesale electricity markets. The company was formerly known as Dominion Resources, Inc. and changed its name to Dominion Energy, Inc. in May 2017. Dominion Energy, Inc. was incorporated in 1983 and is headquartered in Richmond, Virginia.","https://logo.clearbit.com/dominionenergy.com","0.032390002","3.9847167","5.7153997","United States","Utilities—Diversified","67042856960","31.529","0.564","3.76","2.5310032","0.373414"
"OXY","Energy","","0.048899997","30564477","23223062","6.615","","Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, and Latin America. The company operates through three segments: Oil and Gas, Chemical, and Marketing and Midstream. The Oil and Gas segment explores for, develops, and produces oil and condensate, natural gas liquids (NGLs), and natural gas. The Chemical segment manufactures and markets basic chemicals, including chlorine, caustic soda, chlorinated organics, potassium chemicals, ethylene dichloride, chlorinated isocyanurates, sodium silicates, and calcium chloride; vinyls comprising vinyl chloride monomer, polyvinyl chloride, and ethylene. The Midstream and Marketing segment gathers, processes, transports, stores, purchases, and markets oil, condensate, NGLs, natural gas, carbon dioxide, and power. This segment also trades around its assets consisting of transportation and storage capacity; and invests in entities. Occidental Petroleum Corporation was founded in 1920 and is headquartered in Houston, Texas.","https://logo.clearbit.com/oxy.com","-0.56146","0.3839917","","United States","Oil & Gas E&P","8259661312","14.794","-14.447","0.04","0.6002434","1.906232"
"CAH","Healthcare","","0.012200001","1660149","1533175","6.653","2.381","Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, and physician offices. The company operates through two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. It also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; and offers pharmacy management services to hospitals, as well as medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers. In addition, this segment repackages generic pharmaceuticals and over-the-counter healthcare products. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products. It also provides incontinence, nutritional delivery, wound care, cardiovascular, and endovascular products; single-use surgical drapes, gowns and apparel, and fluid suction and collection systems; urology products; operating room supplies; and electrode products. In addition, this segment distributes a range of national brand products, including medical, surgical, and laboratory products; and provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers. Cardinal Health, Inc. was founded in 1979 and is headquartered in Dublin, Ohio.","https://logo.clearbit.com/cardinalhealth.com","-0.02417","0.0881782","","United States","Medical Distribution","13484387328","6.106","-12.614","1.94","7.5270224","0.956977"
"ETR","Utilities","16.779827","0.0095999995","1834583","1215550","11.132","0.525","Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. The company generates electricity through gas/oil, nuclear, coal, hydro, and solar power sources. It operates in two segments, Utility and Entergy Wholesale Commodities. The company's Utility segment generates, transmits, distributes, and sells electric power in portions of Arkansas, Mississippi, Texas, and Louisiana, including the City of New Orleans; and distributes natural gas. Its Entergy Wholesale Commodities segment engages in the ownership, operation, and decommissioning of nuclear power plants located in the northern United States; sale of electric power to wholesale customers; provision of services to other nuclear power plant owners; and owning interests in non-nuclear power plants that sell electric power to wholesale customers. This segment sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. The company's power plants have approximately 30,000 megawatts (MW) of electric generating capacity, including approximately 9,000 MW of nuclear power. The company delivers electricity to 2.9 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was founded in 1949 and is based in New Orleans, Louisiana.","https://logo.clearbit.com/entergy.com","0.117740005","1.971287","0.6016","United States","Utilities—Diversified","20585850880","52.075","6.127","3.72","1.9742678","0.506343"
"BMY","Healthcare","","0.0061000003","11736396","8679175","11.138","","Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers products in the following therapeutic classes: hematology, oncology, cardiovascular, and immunology. The company's products include Opdivo, a biological product for anti-cancer indications; Eliquis, an oral inhibitor targeted at stroke prevention in adult patients with non-valvular atrial fibrillation, and the prevention and treatment of venous thromboembolic disorders; and Orencia, a biological product for adult patients with active RA and prostate-specific antigen, as well as reducing signs and symptoms in pediatric patients with active polyarticular juvenile idiopathic arthritis. It also provides Sprycel, a tyrosine kinase inhibitor for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia; Yervoy, a monoclonal antibody for the treatment of patients with unresectable or metastatic melanoma; Empliciti, a humanized monoclonal antibody for the treatment of multiple myeloma; and Baraclude, an oral antiviral agent for the treatment of chronic hepatitis B. In addition, it offers Reyataz, a protease inhibitor for the treatment of human immunodeficiency virus (HIV); Sustiva franchise, a non-nucleoside reverse transcriptase inhibitor for the treatment of HIV; and Daklinza NS5A replication complex inhibitor, Sunvepra NS3 protease inhibitor, and Beclabuvir NS5B inhibitor. It sells products to wholesalers, retail pharmacies, hospitals, government entities, and medical profession. The company has collaboration agreements with Pfizer, Otsuka, Ono, Nektar, GRYT Health, and Ubiquigent Limited; clinical collaboration agreement with NeoImmuneTech, Inc.; and partnership with Astrazeneca Plc. The company was formerly known as Bristol-Myers Company and changed its name to Bristol-Myers Squibb Company in 1989. Bristol-Myers Squibb Company was founded in 1887 and is headquartered in New York, New York.","https://logo.clearbit.com/bms.com","-0.01615","3.7343526","","United States","Drug Manufacturers—General","130186993664","21.781","-0.279","1.8","2.6518524","0.682846"
"SRE","Utilities","8.676805","0.0164","1528083","1280212","13.43","4.851","Sempra Energy operates as an energy-services holding company in the United States and internationally. The company's San Diego Gas & Electric Company segment generates, transmits, and distributes electricity; and supplies natural gas. It provides electric services to a population of approximately 3.7 million and natural gas services to approximately 3.4 million of that population covering an area of 4,100 square miles. Its Southern California Gas Company segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas to a population of approximately 22 million covering an area of 24,000 square miles. The company's Sempra Texas Utilities segment is involved in the regulated transmission and distribution of electricity serving approximately 3.6 million homes and businesses, and operating approximately 139,000 miles of transmission and distribution lines. Its transmission system included 17,799 circuit miles of transmission lines, 349 transmission stations, and 775 distribution substations; distribution system consisted of 121,747 miles of overhead and underground lines; and approximately 65 miles of electric transmission lines. Its Sempra Mexico segment develops, owns and operates, or holds interests in natural gas, electric, liquefied natural gas (LNG), liquid petroleum gas (LPG), ethane, and liquid fuels infrastructure; and engages in the purchase of LNG, and purchase and sale of natural gas. This segment operates a natural-gas-fired combined-cycle plant, and wind and solar power generation facilities. Its assets/facilities consisted of 1,850 miles of natural gas transmission pipelines, 13 compressor stations, 139 miles of ethane pipelines, 118 miles of LPG pipelines, and one LPG storage terminal. The company's Sempra LNG segment develops and holds interest in export of LNG; and owns, operates, buys, sells, and transports natural gas. The company was founded in 1998 and is headquartered in San Diego, California.","https://logo.clearbit.com/sempra.com","0.39117","3.2405548","0.55439997","United States","Utilities—Diversified","36475686912","69.826","14.533","4.18","1.8059176","0.711527"
"PVH","Consumer Cyclical","","0.045900002","976079","926862","17.263","","PVH Corp. operates as an apparel company in the United States and internationally. The company operates through six segments: Tommy Hilfiger North America, Tommy Hilfiger International, Calvin Klein North America, Calvin Klein International, Heritage Brands Wholesale, and Heritage Brands Retail. It designs, markets, and retails men's and women's apparel and accessories, including branded dress shirts, neckwear, sportswear, jeans wear, performance apparel, intimate apparel, underwear, outerwear, luggage products, swimwear, swim products, handbags, accessories, footwear, sleepwear, loungewear, hats, scarves, gloves, socks, watches and jewelry, eyeglasses and non-ophthalmic sunglasses, fragrance, bath products, cosmetics, furnishings, small leather goods, accessories, and other products. The company offers its products under its own brands, such as Tommy Hilfiger, Calvin Klein, Van Heusen, IZOD, ARROW, Warner's, Olga, Geoffrey Beene, and True&Co.; and licensed brands comprising Speedo, Kenneth Cole New York, Kenneth Cole Reaction, Unlisted, a Kenneth Cole Production, MICHAEL Michael Kors, Michael Kors Collection, DKNY, and Chaps, as well as various other licensed and private label brands. It also licenses its own brands over various products. The company distributes its products at wholesale in department, chain, and specialty stores, as well as through warehouse clubs, mass market, and off-price and independent retailers; and through company-operated full-price specialty and outlet stores, as well as through digital commerce sites. PVH Corp. was founded in 1881 and is based in New York, New York.","https://logo.clearbit.com/pvh.com","-0.12404","0.5127017","0.0134000005","United States","Apparel Manufacturing","4159651328","64.475","-13.92","","0.9074835","2.062327"
"NEE","Utilities","37.60606","0.0112","7046151","6704750","20.498","0.398","NextEra Energy, Inc., through its subsidiaries, generates, transmits, and distributes electric power in North America. The company generates electricity through wind, solar, nuclear, coal, oil, and natural gas facilities. It also develops, constructs, and operates long-term contracted assets with a focus on renewable generation facilities, natural gas pipelines, and battery storage projects; and owns, develops, constructs, manages, and operates electric generation facilities in wholesale energy markets. In addition, the company engages in the energy-related commodity marketing and trading activities. The company was formerly known as FPL Group, Inc. and changed its name to NextEra Energy, Inc. in May 2010. NextEra Energy, Inc. was founded in 1925 and is headquartered in Juno Beach, Florida.","https://logo.clearbit.com/nexteraenergy.com","0.21435","8.01937","0.6881","United States","Utilities—Regulated Electric","145872338944","19.033","1.98","1.4","3.9121523","0.208494"
"HIG","Financial Services","7.5211434","0.0138","2965024","2770525","4.433","0.258","The Hartford Financial Services Group, Inc. provides insurance and financial services to individual and business customers in the United States and internationally. Its Commercial Lines segment offers workers' compensation, property, automobile, liability, umbrella, bond, marine, livestock, and reinsurance products; and customized insurance products and risk management services, including professional liability, bond, surety, and specialty casualty coverages through regional offices, branches, sales and policyholder service centers, independent retail agents and brokers, wholesale agents, and reinsurance brokers. The company's Personal Lines segment provides automobile, homeowners, and personal umbrella coverages through direct-to-consumer channel and independent agents. Its Property & Casualty Other Operations segment offers coverage for asbestos and environmental exposures. The company's Group Benefits segment provides group life, and accident and disability coverages, as well as other group coverages to members of employer and affinity groups, and associations through direct insurance policies; reinsurance to other insurance companies; employer paid and voluntary product coverages; disability underwriting, administration, and claims processing to self-funded employer plans; and a single-company leave management solution. This segment distributes its group insurance products and services through brokers, consultants, third-party administrators, trade associations, and private exchanges. Its Hartford Funds segment offers investment products for retail and retirement accounts; exchange-traded products through broker-dealer organizations, independent financial advisers, defined contribution plans, financial consultants, bank trust groups, and registered investment advisers; and investment-management and administrative services, such as product design, implementation, and oversight. The company was founded in 1810 and is headquartered in Hartford, Connecticut.","https://logo.clearbit.com/thehartford.com","0.08804","0.6457486","0.2522","United States","Insurance—Diversified","13378620416","46.741","4.966","1.3","0.79908425","0.971318"
"ABT","Healthcare","56.2771","0.0053","6136732","5158187","26.119","0.283","Abbott Laboratories discovers, develops, manufactures, and sells health care products worldwide. Its Established Pharmaceutical Products segment offers generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency; irritable bowel syndrome or biliary spasm; intrahepatic cholestasis or depressive symptom; gynecological disorder; hormone replacement therapy; dyslipidemia; hypertension; hypothyroidism; MÃ©niÃ¨re's disease and vestibular vertigo; pain, fever, and inflammation; migraine; and anti-infective clarithromycin, as well as provides influenza vaccines and products that regulate physiological rhythm of the colon. The company's Diagnostic Products segment offers laboratory systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics systems that automates the extraction, purification, and preparation of DNA and RNA from patient samples, as well as detects and measures infectious agents; cartridges for blood analysis; rapid diagnostics systems; molecular point-of-care testing for HIV, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test systems, as well as remote patient monitoring and consumer self-test systems; and informatics and automation solutions for use in laboratories. Its Nutritional Products segment provides pediatric and adult nutritional products. The company's Medical Devices segment offers rhythm management, electrophysiology, heart failure, vascular, and structural heart devices for the treatment of cardiovascular diseases, as well as neuromodulation devices for the management of chronic pain and movement disorders. This segment also provides glucose and blood glucose monitoring systems. Abbott Laboratories has an agreement with Tandem Diabetes Care to develop and commercialize integrated diabetes solutions. The company was founded in 1888 and is headquartered in North Chicago, Illinois.","https://logo.clearbit.com/abbott.com","0.10496","5.847733","0.7447","United States","Medical Devices","188419801088","17.271","1.891","1.44","6.161774","0.908439"
"ALL","Financial Services","6.5932417","0.0197","2230767","1770187","4.515","0.469","The Allstate Corporation, through its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection, Service Businesses, Allstate Life, and Allstate Benefits segments. The Allstate Protection segment offers private passenger auto and homeowners insurance; specialty auto products, including motorcycle, trailer, motor home, and off-road vehicle insurance; other personal lines products, such as renter, condominium, landlord, boat, umbrella, and manufactured home and stand-alone scheduled personal property; liability insurance products; and commercial lines products under the Allstate, Esurance, and Encompass brand names. The Service Businesses segment provides consumer product protection plans; finance and insurance products, including vehicle service contracts, guaranteed asset protection waivers, road hazard tire and wheel, and paint less dent repair protection; roadside assistance; device and mobile data collection services; and analytic solutions using automotive telematics information and identity protection. This segment offers its products under various brands including Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside Services, Arity, and Allstate Identity Protection. The Allstate Life Segment offers traditional, interest-sensitive, and variable life insurance products, as well as non-proprietary retirement product solutions offered by third-party providers. Its Allstate Benefits segment provides life, accident, critical illness, short-term disability, and other health insurance products. The company sells its products through direct contact centers, agencies, financial specialists, brokers, wholesale partners, and affinity groups, as well as through online and mobile applications. The Allstate Corporation was founded in 1931 and is based in Northbrook, Illinois.","https://logo.clearbit.com/allstate.com","0.10277","0.6272837","0.1565","United States","Insurance—Property & Casualty","27483807744","79.923","13.347","2.16","1.1010598","0.720904"
"AEE","Utilities","23.799358","0.0164","1104885","959837","12.707","0.358","Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, methane gas, and solar. The company serves residential, commercial, and industrial customers. As of September 28, 2020, it served approximately 2.4 million electric customers and approximately 900,000 natural gas customers. The company was founded in 1881 and is headquartered in St. Louis, Missouri.","https://logo.clearbit.com/ameren.com","0.15248","3.619244","0.57310003","United States","Utilities—Regulated Electric","20104900608","33.294","3.419","2.06","2.443984","0.29123"
