"ticker","sector","trailingPE","sharesPercentSharesOut","regularMarketVolume","averageVolume10days","enterpriseToEbitda","earningsQuarterlyGrowth","longBusinessSummary","logo_url","profitMargins","priceToSalesTrailing12Months","payoutRatio","country","industry","marketCap","bookValue","trailingEps","dividendRate","priceToBook","beta"
"ADM","Consumer Defensive","17.69585","0.0128","3611048","2959625","13.644","-0.447","Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities, products, and ingredients in the United States and internationally. The company operates through three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition. It procures, stores, cleans, and transports agricultural raw materials, such as oilseeds, corn, wheat, milo, oats, rice, and barley. The company also engages in the agricultural commodity and feed product import, export, and distribution; and structured trade finance activities. In addition, it offers vegetable oils and protein meals; ingredients for the food, feed, energy, and industrial customers; crude vegetable oils, salad oils, margarine, shortening, and other food products; and partially refined oils to produce biodiesel and glycols for use in chemicals, paints, and other industrial products. Further, the company provides peanuts, tree nuts, peanut-derived ingredients, and cotton cellulose pulp; sweeteners, corn and wheat starches, syrup, glucose, wheat flour, dextrose, and bioproducts; alcohol and other food and animal feed ingredients; ethyl alcohol and ethanol; corn gluten feed and meal, as well as distillers' grains; and citric acids. Additionally, the company provides natural flavor ingredients, flavor systems, natural colors, proteins, emulsifiers, soluble fiber, polyols, hydrocolloids, and natural health and nutrition products, including probiotics, prebiotics, enzymes, and botanical extracts; and other specialty food and feed ingredients; edible beans; formula feeds, and animal health and nutrition products; and contract and private label pet treats and foods. It also engages in futures commission merchant and insurance services. The company has a partnership with Hospital de Sagunto. The company was founded in 1902 and is headquartered in Chicago, Illinois.","https://logo.clearbit.com/adm.com","0.025339998","0.44234836","0.45220003","United States","Farm Products","27737896960","34.415","2.821","1.44","1.4505302",""
"MRK","Healthcare","16.760159","0.0042","8614656","8812900","11.434","0.547","Merck & Co., Inc. provides healthcare solutions worldwide. The company offers therapeutic and preventive agents for cardiovascular, type 2 diabetes, chronic hepatitis C virus, HIV-1 infection, intra-abdominal, fungal infection, insomnia, and inflammatory diseases; neuromuscular blocking agents; cholesterol modifying medicines; and anti-bacterial and vaginal contraceptive products. It provides products to prevent chemotherapy-induced and post-operative nausea and vomiting; treat non-small-cell lung, ovarian and breast, esophageal, thyroid, cervical, and brain cancers; and prevent diseases caused by human papillomavirus, as well as vaccines for measles, mumps, rubella, varicella, shingles, rotavirus gastroenteritis, and pneumococcal diseases. In addition, the company offers drugs for hepatocellular and merkel cell carcinoma; antibiotic and anti-inflammatory drugs for infectious and respiratory diseases, fertility disorders, and pneumonia in cattle, bovine, and swine; vaccines for poultry; parasiticides for sea lice in salmon; and antibiotics and vaccines for fish. Further, it provides companion animal products; diabetes mellitus treatment and anthelmintic products for dogs and cats; products to treat fleas, ticks, mosquitoes, and sandflies; horse fertility management products for swine; and dog, cat, and horse vaccines. Additionally, the company offers services and solutions that focus on engagement, clinical, and health analytics. Merck & Co., Inc. has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Almac Discovery Ltd.; Skyhawk Therapeutics, Inc.; Ridgeback Biotherapeutics; Shanghai Junshi Biosciences Co., Ltd.; FUJIFILM Corporation; and Intec Pharma Ltd. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers; and physicians and physician distributors, veterinarians, and animal producers. The company was founded in 1891 and is headquartered in Kenilworth, New Jersey.","https://logo.clearbit.com/merck.com","0.24325001","4.053985","0.5386","United States","Drug Manufacturers—General","191944032256","10.929","4.528","2.44","6.9439106","0.446221"
"LRCX","Technology","20.072731","0.0271","1608109","1454700","14.831","0.768","Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits in the United States, China, Europe, Japan, Korea, Taiwan, and the southeast Asia. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition (HDP-CVD) products; and Striker single-wafer atomic layer deposition (ALD) products that provide multiple dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP to address a range of wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. Lam Research Corporation was founded in 1980 and is headquartered in Fremont, California.","https://logo.clearbit.com/lamresearch.com","0.23602","4.6013293","0.2699","United States","Semiconductor Equipment & Materials","50872619008","37.479","17.599","5.2","9.425545","1.245449"
"PPL","Utilities","11.98523","0.020599999","3813805","4089225","9.844","-0.22","PPL Corporation, a utility holding company, delivers electricity and natural gas in the United States and the United Kingdom. The company operates through three segments: U.K. Regulated, Kentucky Regulated, and Pennsylvania Regulated. It serves approximately 418,000 electric and 329,000 natural gas customers in Louisville and adjacent areas in Kentucky; 530,000 electric customers in central, southeastern, and western Kentucky; and 28,000 electric customers in 5 counties in southwestern Virginia. The company also provides electric delivery services to approximately 1.4 million customers in Pennsylvania; operates electricity distribution networks in the United Kingdom; generates electricity from coal, gas, hydro, and solar sources in Kentucky; and sells wholesale electricity to 2 municipalities in Kentucky. PPL Corporation was founded in 1920 and is headquartered in Allentown, Pennsylvania.","https://logo.clearbit.com/pplweb.com","0.22617","2.7618165","0.71959996","United States","Utilities—Regulated Electric","21210750976","16.967","2.302","1.66","1.6260978","0.789299"
"MOS","Basic Materials","","0.0195","3488273","3784187","10.529","","The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant, as well as fluorosilicic acid for water fluoridation. In addition, it provides nitrogen-based crop nutrients and animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.","https://logo.clearbit.com/mosaicco.com","-0.12922","0.7999247","","United States","Agricultural Inputs","6937346560","22.404","-2.946","0.2","0.8168184","1.823496"
"NFLX","Communication Services","81.42926","0.021300001","11120689","8284625","55.343","0.187","Netflix, Inc. provides subscription streaming entertainment service. It offers TV series, documentaries, and feature films across various genres and languages. The company provides members the ability to receive streaming content through a host of Internet-connected screens, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services. The company has approximately 167 million paid members in 190 countries. Netflix, Inc. was founded in 1997 and is headquartered in Los Gatos, California.","https://logo.clearbit.com/netflix.com","0.11781","9.352072","0","United States","Entertainment","222757453824","23.389","6.192","","21.55757","0.954219"
"TSN","Consumer Defensive","11.517103","0.0145000005","2097923","2079300","7.38","-0.22","Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully-cooked meats; and raises and processes chickens into fresh, frozen, and value-added chicken products. It also supplies poultry breeding stock; sells allied products, such as hides and meats; and manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats. The company offers its products primarily under the Tyson, Jimmy Dean, Hillshire Farm, Ball Park, Wright, Aidells, ibp, State Fair, Gallo Salame, and Golden Island brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and foodservice operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas.","https://logo.clearbit.com/tysonfoods.com","0.04264","0.48934025","0.32900003","United States","Farm Products","20850298880","40.789","4.97","1.68","1.4033195","0.647545"
"TIF","Consumer Cyclical","64.34333","0.0659","11034366","3846287","27.36","-0.766","Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings. The company sells its products through retail, Internet and catalog, business-to-business, and wholesale distribution channels. As of January 31, 2020, it operated 124 stores in the Americas, 91 stores in the Asia-Pacific, 58 stores in Japan, 48 stores in Europe, and 5 stores in the United Arab Emirates. Tiffany & Co. was founded in 1837 and is headquartered in New York, New York.","https://logo.clearbit.com/tiffany.com","0.06718","4.3200755","1.1429","United States","Luxury Goods","15876278272","26.331","2.033","2.32","4.9679084","0.889685"
"MKC","Consumer Defensive","32.554432","0.0226","414078","340075","23.979","0.074","McCormick & Company, Incorporated manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavorful products to the food industry. The company operates in two segments, Consumer and Flavor Solutions. The Consumer segment offers spices, herbs, and seasonings, as well as desserts. This segment markets its products under the McCormick, French, Frank's RedHot, Lawry's, Gourmet Garden, Club House, and OLD BAY brands in the Americas; Ducros, Schwartz, Kamis, and Drogheria & Alimentari, and VahinÃ© brand names in Europe, the Middle East, and Africa; McCormick and DaQiao brands in China; and McCormick, Aeroplane, and Gourmet Garden brand names in Australia, as well as markets regional and ethnic brands, such as Zatarain's, Stubb's, Thai Kitchen, and Simply Asia. It also supplies its products under the private labels. This segment serves retailers comprising grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce retailers directly and indirectly through distributors or wholesalers. The Flavor Solutions segment offers seasoning blends, spices and herbs, condiments, coating systems, and compound flavors to multinational food manufacturers and foodservice customers. It serves foodservice customers directly and indirectly through distributors. The company was founded in 1889 and is headquartered in Hunt Valley, Maryland.","https://logo.clearbit.com/mccormickcorporation.com","0.13748999","4.439055","0.4301","United States","Packaged Foods","24539983872","29.478","5.649","2.48","6.2385507","0.418643"
"HII","Industrials","11.074361","0.023","317254","289400","7.758","-0.586","Huntington Ingalls Industries, Inc. engages in the designing, building, overhauling, and repairing military ships in the United States. It operates through three segments: Ingalls Shipbuilding, Newport News Shipbuilding, and Technical Solutions. The company is involved in the design and construction of non-nuclear ships comprising amphibious assault ships that include deck amphibious ships and transport dock ships; surface combatants; and national security cutters for the U.S. Navy and U.S. Coast Guard. It also provides nuclear-powered ships, such as aircraft carriers and submarines, as well as refueling and overhaul, and inactivation services. In addition, the company offers naval nuclear support services, including fleet services comprising design, construction, maintenance, and disposal activities for in service U.S. Navy nuclear ships; and maintenance services on nuclear reactor prototypes. Further, it provides fleet support services comprising technical and waterfront ship services; naval architecture and marine engineering; integrated logistics support; technical documentation development; warehousing, asset management, and material readiness; operational and maintenance training development and delivery; software design and development; IT infrastructure support, and data delivery and management; and cyber security and information assurance services, as well as undersea vehicle and specialized craft development and prototyping services. Additionally, the company offers information technology and integrated missions solutions services; nuclear and environmental services; engineering, procurement, and construction management services to the oil and gas industry; and nuclear management and operations, and environmental management services to the Department of Energy, Department of Defense, state and local governments, and the private sector. Huntington Ingalls Industries, Inc. was founded in 1886 and is headquartered in Newport News, Virginia.","https://logo.clearbit.com/huntingtoningalls.com","0.05919","0.6489373","0.3064","United States","Aerospace & Defense","5789169664","41.432","12.91","4.12","3.4507146","0.954219"
"BLK","Financial Services","20.003654","0.0087","447383","504062","16.238","0.219","BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York City with additional offices in Boston, Massachusetts; London, United Kingdom; Gurgaon, India; Hong Kong; Greenwich, Connecticut; Princeton, New Jersey; Edinburgh, United Kingdom; Sydney, Australia; Taipei, Taiwan; Singapore; Sao Paulo, Brazil; Philadelphia, Pennsylvania; Washington, District of Columbia; Toronto, Canada; Wilmington, Delaware; and San Francisco, California.","https://logo.clearbit.com/blackrock.com","0.29833","5.849014","0.4714","United States","Asset Management","91852914688","214.679","30.111","14.52","2.805724","1.244897"
"ORLY","Consumer Cyclical","19.532207","0.0116","798000","498437","14.038","0.347","O'Reilly Automotive, Inc., together with its subsidiaries, engages in the retail of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States. The company provides new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, lighting products, appearance products, engine additives, filters, fluids, and oil and wiper blades; and accessories, such as floor mats, seat covers, and truck accessories. Its stores offer auto body paint and related materials, automotive tools, and professional service provider service equipment. The company's stores also offer enhanced services and programs comprising used oil, oil filter, and battery recycling; battery, wiper, and bulb replacement; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; drum and rotor resurfacing; custom hydraulic hoses; professional paint shop mixing and related materials; and machine shops. Its stores provide do-it-yourself and professional service provider customers a selection of products for domestic and imported automobiles, vans, and trucks. As of December 31, 2019, the company operated 5,439 stores. O'Reilly Automotive, Inc. was founded in 1957 and is headquartered in Springfield, Missouri.","https://logo.clearbit.com/oreillyauto.com","0.1496","2.8125386","0","United States","Specialty Retail","31665514496","9.679","22.339","","45.08007","1.086596"
"WFC","Financial Services","55.48556","0.0084","44223696","38215900","","-0.559","Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services to individuals, businesses, and institutions in the United States and internationally. It operates in three segments: Community Banking, Wholesale Banking, and Wealth and Investment Management. The Community Banking segment offers checking and savings accounts; credit and debit cards; and automobile, student, mortgage, home equity, and small business lending products. The Wholesale Banking segment provides commercial, corporate, capital markets, cash management, and real estate banking products and services, including traditional commercial loans and lines of credit, letters of credit, asset-based lending, equipment leasing, international trade facilities, trade financing, collection services, foreign exchange services, treasury management, institutional fixed-income sales, interest rate, commodity and equity risk management, online/electronic products, corporate trust fiduciary and agency services, and investment banking services. It also offers commercial and residential development, land acquisition and development, rehabilitation, permanent securitization, and commercial real estate loans; secured and unsecured lines of credit; affordable housing loans and letters of credit; and interim financing arrangements. The Wealth and Investment Management segment provides personalized wealth management, investment, and retirement products and services; and delivers financial planning, private banking, credit, investment management, and fiduciary services. The company also offers brokerage, and Internet and mobile banking services; and has collaboration with National LGBT Chamber of Commerce. As of March 16, 2020, it operated through 7,400 locations; approximately 13,000 ATMs; and offices in 32 countries and territories. The Company was founded in 1852 and is headquartered in San Francisco, California.","https://logo.clearbit.com/wellsfargo.com","0.0535","1.4689513","4.1795","United States","Banks—Diversified","87361470464","38.947","0.381","0.4","0.5427889","1.070049"
"CTAS","Industrials","37.33894","0.0107","389104","399725","23.976","0.196","Cintas Corporation provides corporate identity uniforms and related business services primarily in North America, Latin America, Europe, and Asia. It operates through Uniform Rental and Facility Services and First Aid and Safety Services segments. The company rents and services uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items; and provides restroom cleaning services and supplies, and carpet and tile cleaning services, as well as sells uniforms. It also offers first aid and safety services, and fire protection products and services. The company provides its products and services through its distribution network and local delivery routes, or local representatives to small service and manufacturing companies, as well as major corporations. Cintas Corporation was founded in 1968 and is headquartered in Cincinnati, Ohio.","https://logo.clearbit.com/cintas.com","0.13179","4.767661","0.2975","United States","Specialty Business Services","33471631360","34.48","8.568","2.8","9.278422","1.487038"
"KO","Consumer Defensive","24.88083","0.0054","13435692","15126437","21.197","-0.33","The Coca-Cola Company, a beverage company, manufactures, markets, and sells various nonalcoholic beverages worldwide. The company provides sparkling soft drinks; water, enhanced water, and sports drinks; juice, dairy, and plantÂbased beverages; tea and coffee; and energy drinks. It also offers beverage concentrates and syrups, as well as fountain syrups to fountain retailers, such as restaurants and convenience stores. The company sells its products under the Coca-Cola, Diet Coke/Coca-Cola Light, Coca-Cola Zero Sugar, Fanta, Fresca, Schweppes, Sprite, Thums Up, Aquarius, Ciel, Dasani, glacÃ©au smartwater, glacÃ©au vitaminwater, Ice Dew, I LOHAS, Powerade, Topo Chico, AdeS, Del Valle, fairlife, innocent, Minute Maid, Minute Maid Pulpy, Simply, ZICO, Ayataka, Costa, dogadan, FUZE TEA, Georgia, Gold Peak, HONEST TEA, and Kochakaden brands. It operates through a network of company-owned or controlled bottling and distribution operators, as well as through independent bottling partners, distributors, wholesalers, and retailers. The company was founded in 1886 and is headquartered in Atlanta, Georgia.","https://logo.clearbit.com/coca-colacompany.com","0.24896","6.1654143","0.84459996","United States","Beverages—Non-Alcoholic","206362591232","4.33","1.93","1.64","11.09007","0.557087"
"XRX","Technology","3.7481418","0.0307","1789664","2134212","5.349","-0.851","Xerox Holdings Corporation designs, develops, and sells document management systems and solutions in the United States, Europe, Canada, and internationally. It offers intelligent workplace services; and digital services that leverage its software capabilities in workflow automation, personalization and communication software, content management solutions, and digitization services. The company also provides desktop monochrome, and color and multifunction printers; digital printing presses and light production devices, and solutions; graphic communications and production solutions; and IT services, such as PC and network infrastructure, communications technology, and network administration, as well as cloud and on-server support services. In addition, it provides FreeFlow a portfolio of software solutions for the automation and integration to the processing of print job comprises file preparation, final production, and electronic publishing; XMPie, a personalization and communication software that support the needs of omni-channel communications customers; and DocuShare, a content management platform to capture, store, and share paper and digital content. Further, the company operates a network of centers that digitize and automate paper and digital workflows; and sells paper products, wide-format systems, and software and IT services. The company sells its products and services directly to its customers through its direct sales force, as well as through independent agents, dealers, value-added resellers, systems integrators, and the Web. Xerox Holdings Corporation was founded in 1906 and is based in Norwalk, Connecticut.","https://logo.clearbit.com/xerox.com","0.13387","0.45736548","1","United States","Information Technology Services","3635140864","25.712","4.709","1","0.6864499","1.63541"
"CL","Consumer Defensive","25.64214","0.0089","3845527","3343825","17.4","0.084","Colgate-Palmolive Company, together with its subsidiaries, manufactures and sells consumer products worldwide. The company operates through two segments, Oral, Personal and Home Care; and Pet Nutrition. The Oral, Personal and Home Care segment products include toothpaste, toothbrushes, mouthwash, bar and liquid hand soaps, shower gels, shampoos, conditioners, deodorants and antiperspirants, skin health products, dishwashing detergents, fabric conditioners, household cleaners, and other similar items. This segment markets and sells its products to various retailers, wholesalers, and distributors. The Pet Nutrition segment offers pet nutrition products for everyday nutritional needs; and a range of therapeutic products to manage disease conditions in dogs and cats. This segment markets and sells its products for dogs and cats through pet supply retailers, veterinarians, and e-commerce retailers. Its principal global and regional trademarks include Colgate, Palmolive, elmex, meridol, Tom's of Maine, Sorriso, Hello, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sanex, Filorga, Elta MD, PCA Skin, Ajax, Axion, Fabuloso, Soupline, and Suavitel, as well as Hill's Science Diet and Hill's Prescription Diet. Colgate-Palmolive Company was founded in 1806 and is headquartered in New York, New York.","https://logo.clearbit.com/colgatepalmolive.com","0.16132","4.124795","0.5786","United States","Household & Personal Products","65736855552","0.313","2.99","1.76","244.95207","0.570325"
"GIS","Consumer Defensive","15.829992","0.031","2456087","2280500","12.59","0.227","General Mills, Inc. manufactures and markets branded consumer foods worldwide. The company operates in five segments: North America Retail; Convenience Stores & Foodservice; Europe & Australia; Asia & Latin America; and Pet. It offers ready-to-eat cereals, refrigerated yogurt, soup, meal kits, refrigerated and frozen dough products, dessert and baking mixes, frozen pizza and pizza snacks, snack bars, fruit snacks, nutrition bars, and savory snacks, as well as organic products, including refrigerated yogurt, frozen and shelf-stable vegetables, meal kits, salty snacks, ready-to-eat cereal, and grain snacks. It also supplies branded and unbranded food products to the North American foodservice and commercial baking industries; and manufactures and markets pet food products, including dog and cat food. The company markets its products under the Annie's, Betty Crocker, Bisquick, Blue Buffalo, BLUE Basics, BLUE Freedom, BLUE Wilderness, Bugles, Cascadian Farm, Cheerios, Chex, Cinnamon Toast Crunch, Cocoa Puffs, Cookie Crisp, EPIC, Fiber One, Food Should Taste Good, Fruit by the Foot, Fruit Gushers, Fruit Roll-Ups, Gardetto's, Go-Gurt, Gold Medal, Golden Grahams, HÃ¤agen-Dazs, Helpers, Jus-Rol, Kitano, Kix, LÃ¤rabar, Latina, LibertÃ©, Lucky Charms, Muir Glen, Nature Valley, Oatmeal Crisp, Old El Paso, Oui, Pillsbury, Progresso, Raisin Nut Bran, Total, Totino's, Trix, Wanchai Ferry, Wheaties, Yoki, and Yoplait trademarks. General Mills, Inc. sells its products directly, as well as through broker and distribution arrangements to grocery stores, mass merchandisers, membership stores, natural food chains, e-commerce retailers, commercial and noncommercial foodservice distributors and operators, restaurants, convenience stores, and pet specialty stores, as well as drug, dollar, and discount chains. It operates 500 leased and 358 franchise branded ice cream parlors. General Mills, Inc. was founded in 1866 and is headquartered in Minneapolis, Minnesota.","https://logo.clearbit.com/generalmills.com","0.12783","2.0126195","0.5241","United States","Packaged Foods","36203200512","13.814","3.741","2.04","4.2869554","0.574186"
"WYNN","Consumer Cyclical","","0.10609999","3875586","3243212","48.703","","Wynn Resorts, Limited designs, develops, and operates integrated resorts. The company's Wynn Palace segment operates 424,000 square feet of casino space with 323 table games, 1,011 slot machines, private gaming salons, and sky casinos; a luxury hotel towers with 1,706 guest rooms, suites, and villas, including a health club, spa, salon, and pool; 14 food and beverage outlets; 106,000 square feet of retail space; 37,000 square feet of meeting and convention space; and performance lake and floral art displays. Its Wynn Macau segment operates 252,000 square feet of casino space with 322 table games, 838 slot machines, private gaming salons, sky casinos, and a poker room; two luxury hotel with 1,010 guest rooms and suites that include two health clubs, two spas, a salon, and a pool; 12 food and beverage outlets; 59,000 square feet of retail space; 31,000 square feet of meeting and convention space; and Chinese zodiac-inspired ceiling attractions. The company's Las Vegas Operations segment operates 192,000 square feet of casino space with 232 table games, 1,756 slot machines, private gaming salons, a sky casino, a poker room, and a race and sports book; two luxury hotel towers with a total of 4,748 guest rooms, suites, and villas, including swimming pools, private cabanas, two full service spas and salons, and a wedding chapel; 33 food and beverage outlets; 507,000 square feet of meeting and convention space; 160,000 square feet of retail space; and two theaters, three nightclubs and a beach club. Its Encore Boston Harbor segment operates 210,000 square feet of casino space with 161 table games, 2,833 slot machines, gaming areas, and a poker room; a hotel tower, including 671 guest rooms and suites; 16 food and beverage outlets and a nightclub; 8,000 square feet of retail space; 71,000 square feet of meeting and convention space; and a waterfront park, floral displays, and water shuttle service. The company was founded in 2002 and is based in Las Vegas, Nevada.","https://logo.clearbit.com/wynnresorts.com","-0.25711","1.7936424","","United States","Resorts & Casinos","7785547264","5.783","-10.462","","12.483141","2.335907"
"CMS","Utilities","24.05303","0.0107","1779565","1698087","14.106","0.462","CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates in four segments: Electric Utility, Gas Utility, Enterprises, and EnerBank. The Electric Utility segment is involved in the generation, purchase, transmission, distribution, and sale of electricity. This segment generates electricity through coal, wind, gas, renewable energy, oil, and nuclear sources. Its transmission and distribution system comprises 213 miles of transmission overhead lines; 205 miles of high-voltage distribution overhead lines; 4 miles of high-voltage distribution underground lines; 4,430 miles of high-voltage distribution overhead lines; 19 miles of high-voltage distribution underground lines; 66,917 miles of electric distribution overhead lines; 9,314 miles of underground distribution lines; substations; and a battery facility. The Gas Utility segment engages in the purchase, transmission, storage, distribution, and sale of natural gas, which includes 2,426 miles of transmission lines; 15 gas storage fields; 27,729 miles of distribution mains; and 8 compressor stations. The Enterprises segment is involved in the independent power production and marketing, including the development and operation of renewable generation. It owns interests in independent power plants totaling 1,335 megawatts. The EnterBank segment operates an industrial bank providing unsecured consumer installment loans for financing home improvements. It serves 1.8 million electric and 1.8 million gas customers, including residential, commercial, and diversified industrial customers. CMS Energy Corporation was founded in 1987 and is headquartered in Jackson, Michigan.","https://logo.clearbit.com/cmsenergy.com","0.11327","2.734483","0.5985","United States","Utilities—Regulated Electric","18178842624","18.212","2.64","1.63","3.486712","0.159955"
"GE","Industrials","20.9375","0.0112","121882516","122449037","17.721","","General Electric Company operates as a high-tech industrial company in the United States, Europe, Asia, the Americas, the Middle East, and Africa. It operates through Power, Renewable Energy, Aviation, Healthcare, and Capital segments. The Power segment offers technologies, solutions, and services related to energy production, including gas and steam turbines, generators, and power generation services. The Renewable Energy segment provides wind turbine platforms, and hardware and software; offshore wind turbines; solutions, products, and services to hydropower industry; blades for onshore and offshore wind turbines; and high voltage equipment. The Aviation segment provides jet engines and turboprops for commercial and military airframes; maintenance, component repair, and overhaul services, as well as replacement parts; integrated digital components; and additive machines and materials, and engineering services. The Healthcare segment provides healthcare technologies in medical imaging, digital solutions, patient monitoring, and diagnostics; drug discovery; biopharmaceutical manufacturing technologies; and performance enhancement solutions to hospitals, medical facilities, pharmaceutical and biotechnology companies, and life science research markets. The Capital segment leases and finances aircraft, aircraft engines, and helicopters; provides financial and underwriting solutions; and manages its run-off insurance operations which provides life and health insurance and reinsurance products. The company was founded in 1892 and is headquartered in Boston, Massachusetts.","https://logo.clearbit.com/ge.com","0.045229997","0.76865584","0.090100005","United States","Specialty Industrial Machinery","64511746048","3.797","0.352","0.04","1.9410061","0.926089"
